id,cluster
907775137,8
204206184,7
502676425,0
113026382,2
278428650,7
916867253,8
84898841,6
473722541,0
376536157,5
744987334,3
761464597,3
785141915,3
540543830,4
427690814,0
811111857,1
397243306,5
580346237,4
20109598,6
23693569,6
431200600,0
361607672,5
598115934,4
368103608,5
611998641,9
610344910,9
971716624,8
226310440,7
169114746,2
431959126,0
528047387,4
995770166,8
716531304,3
772185826,3
624562942,9
958355429,8
872318833,1
734501901,3
547874194,4
850877517,1
954882137,8
734883743,3
539246862,4
835804771,1
681837964,9
227764806,7
420799817,0
18338867,6
789758320,3
652920270,9
449200860,0
796931840,3
634531796,9
247427451,7
550253652,4
694398665,9
953319733,8
979548831,8
756625747,3
50360016,6
240742956,7
110452710,2
423204739,0
402509822,5
318416455,5
125264583,2
352388399,5
755978727,3
106932476,2
475389228,0
371667001,5
260639860,7
86381433,6
820362291,1
75375540,6
664888211,9
530612590,4
145880177,2
116325360,2
183476798,2
538484991,4
704599228,3
704553683,3
922578179,8
914960164,8
483509466,0
587188694,4
158532210,2
791136071,3
340313363,5
653901823,9
194682461,2
983120159,8
513261918,4
925058912,8
465550973,0
717033383,3
116641693,2
265301963,7
656950373,9
389336604,5
192552602,2
930217163,8
998643836,8
856258065,1
639831131,9
928895339,8
424892157,0
955198408,8
222815359,7
895447587,1
33164770,6
673625074,9
518371377,4
922518475,8
940021455,8
383709955,5
814386680,1
799378088,3
661281424,9
694793967,9
14516842,6
43849471,6
464369601,0
406720850,0
265732099,7
810650641,1
888157236,1
606225440,9
256775596,7
186874605,2
678928000,9
676992849,9
169443783,2
740933942,3
378140320,5
797182258,3
618927223,9
606137991,9
762538500,3
131386060,2
689276848,9
874361146,1
461034991,0
995725166,8
504927859,0
996119410,8
241520677,7
204906667,7
782035293,3
824992614,1
709340614,3
98997677,2
87915647,6
81497199,6
363905921,5
481273225,0
380495892,5
62850048,6
624319645,9
280851229,7
733052583,3
136940574,2
105869710,2
335942631,5
934527222,8
657403664,9
758709851,3
305286327,5
465619247,0
627898499,9
439465846,0
400379442,5
779994183,3
113189404,2
985626192,8
835969100,1
287382751,7
316122521,5
589736240,4
893241174,1
786346806,3
387431375,5
458712137,0
411792736,0
636523440,9
267295888,7
285049670,7
915705523,8
263735933,7
143085021,2
374670536,5
320230765,5
838061409,1
860747127,1
749313712,3
905570636,8
872844872,1
422198651,0
348832790,5
345394703,5
723932614,3
957817651,8
712328362,3
781458433,3
888261749,1
987906855,8
100935191,2
42205458,6
757346780,3
978946667,8
459888799,0
557048432,4
291259250,7
145074795,2
142916784,2
726108246,3
717983931,3
882967879,1
556284767,4
981070612,8
386122038,5
227296304,7
469683767,0
898508456,1
458632521,0
4842614,6
995092454,8
428110794,0
910447078,8
794979466,3
978972799,8
778797333,3
614559185,9
458649763,0
749372538,3
884997779,1
206927082,7
928736035,8
818893179,1
759239539,3
699045819,9
685440645,9
493563795,0
241187192,7
981605018,8
784080543,3
120205000,2
419762536,0
105092463,2
472951489,0
960187500,8
960564528,8
924772206,8
230236423,7
257897110,7
604107220,9
127539863,2
684832461,9
471593662,0
151813292,2
470645999,0
704340294,3
553767634,4
60615288,6
160134274,2
617068085,9
697847876,9
478555187,0
455660134,0
992523117,8
475731210,0
101058149,2
162884825,2
535004445,4
345605876,5
608802142,9
366071109,5
595744233,4
770887475,3
342863072,5
480719,6
959591663,8
282661293,7
628465661,9
436555825,0
150168844,2
294844550,7
341670355,5
754937023,3
560733854,4
446394292,0
171958695,2
362966064,5
490604282,0
26175056,6
377909104,5
145575650,2
587785755,4
613253108,9
649590825,9
420517219,0
735334168,3
425235613,0
330539411,5
822692507,1
484902175,0
693929694,9
676124290,9
639120968,9
866595435,1
118640447,2
113571039,2
496899725,0
846692786,1
70129467,6
482813453,0
672546388,9
230554188,7
759900745,3
236391606,7
951434095,8
74950760,6
782750290,3
305682284,5
196221855,2
260542694,7
259432722,7
178320255,2
42771102,6
373489304,5
950010605,8
839706290,1
390201520,5
431675352,0
133607645,2
924643393,8
643587199,9
919776499,8
862366701,1
577769979,4
118293869,2
902914825,8
789755649,3
69150349,6
456406550,0
609779919,9
988014087,8
948577512,8
701826760,9
759917389,3
364879989,5
444486976,0
109033714,2
324994903,5
951886715,8
500913644,0
86135410,6
593055501,4
417453576,0
351335047,5
540410686,4
379432853,5
934873927,8
10063869,6
685763546,9
364820949,5
401413374,5
671821624,9
75351588,6
510095312,4
13025352,6
483095442,0
781795159,3
175611076,2
320187344,5
617484677,9
613519274,9
910623142,8
224479905,7
190226002,2
922784681,8
218511890,7
267616139,7
286838396,7
505263845,4
522300451,4
869091864,1
651212286,9
996942112,8
612898404,9
638966924,9
256414220,7
275225052,7
923507752,8
693016013,9
201357208,7
421125664,0
966080681,8
479565240,0
812074045,1
739847204,3
958513026,8
345714668,5
36494344,6
285634421,7
315770742,5
271461030,7
86636328,6
33360418,6
472123738,0
892140767,1
944542502,8
233258955,7
38370975,6
274723416,7
726329322,3
25819362,6
327731026,5
898599319,1
553376193,4
229850514,7
217785477,7
381704175,5
792724498,3
342033330,5
155424286,2
917019336,8
773912134,3
629620039,9
336775596,5
363821599,5
431623352,0
520617289,4
96758374,6
800991992,3
363578447,5
722967065,3
94251828,6
477576016,0
193856393,2
928430880,8
424533909,0
485179307,0
198702186,7
12884272,6
364376671,5
763272309,3
487717917,0
762628793,3
594822128,4
713802719,3
561791406,4
403786997,5
190856224,2
967650865,8
260616338,7
467891392,0
607285625,9
202899795,7
938421730,8
63740278,6
511269429,4
232970322,7
526488025,4
554858754,4
261702340,7
410985661,0
973252054,8
995501382,8
940346982,8
649292750,9
660296351,9
701487078,9
754372456,3
391247503,5
387174833,5
851722565,1
398821770,5
128630353,2
421536200,0
517941863,4
513613063,4
513295769,4
979934219,8
670807655,9
753762106,3
681665845,9
168331468,2
856061192,1
468438228,0
410919203,0
757965713,3
224341032,7
76633717,6
17425831,6
775290052,3
866912194,1
302251604,5
698778936,9
915280669,8
381014568,5
328788257,5
748111731,3
982531772,8
26399596,6
946668817,8
641646985,9
127304559,2
514477023,4
589920230,4
852520356,1
428624314,0
243490040,7
672310904,9
117284252,2
537147277,4
837371268,1
46043835,6
553919003,4
652802604,9
551224160,4
933867996,8
1852984,6
487561642,0
904705660,8
180456792,2
99120496,2
185579214,2
332927943,5
915037623,8
913326558,8
730750392,3
518770952,4
907045698,8
69580196,6
441419341,0
888001414,1
617866181,9
107451002,2
346977349,5
341473993,5
902068828,8
713994360,3
60212988,6
407629410,0
64787620,6
501400369,0
673304631,9
390421080,5
535496982,4
997003756,8
300767800,7
51616683,6
774178330,3
227703550,7
612402690,9
334062356,5
931931270,8
187096086,2
601426106,4
849346312,1
283527743,7
885847691,1
717421108,3
488250386,0
296893399,7
804240669,1
367698535,5
328166209,5
936856210,8
373948077,5
930291710,8
94639141,6
385467644,5
306528266,5
181819513,2
979005568,8
141030112,2
75472897,6
346764752,5
875479343,1
919928295,8
238759945,7
825877064,1
877329155,1
862205904,1
698030216,9
590787429,4
904528339,8
444908116,0
222111744,7
443348926,0
585098945,4
815603163,1
109898978,2
495490779,0
888042582,1
650806272,9
494152487,0
301786843,5
454603247,0
272501480,7
616799479,9
321831582,5
784160480,3
813145970,1
343374205,5
83314205,6
909847793,8
422631581,0
83648559,6
256017761,7
452063410,0
546766562,4
256825514,7
840674135,1
690052796,9
678657125,9
930745770,8
915411532,8
453179708,0
831355973,1
232390130,7
445630996,0
896319209,1
353879042,5
159517496,2
865743870,1
203398474,7
658924754,9
431286944,0
749683875,3
763403646,3
459570931,0
372231506,5
211111033,7
212133048,7
818439863,1
447483384,0
161639662,2
313141800,5
813690941,1
193328606,2
116180132,2
329721248,5
805469753,1
566687986,4
322602576,5
900416116,1
459107823,0
812045440,1
371875857,5
724179318,3
653400408,9
825393499,1
771842729,3
929182768,8
855350844,1
567655968,4
59732121,6
890567050,1
46694946,6
902651960,8
959351946,8
288509476,7
939288247,8
895515566,1
59512748,6
196847840,2
515333238,4
58133804,6
545643130,4
542175494,4
508690144,4
250947962,7
552086831,4
335656498,5
95373599,6
415432153,0
28333872,6
323896526,5
112594984,2
740944176,3
902513066,8
764950240,3
454710332,0
831382033,1
117108793,2
569178330,4
385431541,5
679332319,9
254036111,7
521854372,4
557029050,4
24211974,6
761913597,3
310602750,5
808281050,1
210905383,7
791475044,3
797473261,3
255209373,7
614572651,9
398942448,5
155598787,2
153544634,2
393949816,5
901871600,8
916058594,8
798370338,3
870065140,1
382953135,5
317850366,5
91927128,6
495417414,0
595647657,4
43814919,6
117885783,2
355073953,5
41120344,6
447567002,0
284394382,7
951794455,8
75217983,6
117439680,2
50936120,6
896926479,1
655124707,9
63329489,6
95223701,6
868864313,1
232108425,7
329132189,5
706423745,3
161335548,2
167917019,2
33596968,6
286822372,7
75134931,6
486657441,0
279037351,7
322644746,5
430945560,0
922249694,8
798734889,3
865818865,1
266134483,7
443610320,0
341193770,5
335544173,5
365540335,5
477351048,0
409666142,0
452951847,0
340740856,5
514060472,4
892996012,1
131755600,2
696585147,9
926814951,8
821371245,1
213740734,7
967032791,8
482513666,0
840763903,1
39186268,6
390503376,5
241119290,7
759521719,3
48229094,6
552750024,4
733077438,3
180164332,2
356881868,5
272613216,7
190485235,2
592187534,4
291221780,7
413175515,0
492381433,0
32090297,6
494227692,0
669683490,9
858311686,1
119277116,2
400322189,5
845675096,1
438813212,0
944054358,8
420268024,0
704872906,3
870649876,1
927740145,8
496314637,0
567006623,4
396260480,5
994164059,8
53230815,6
247064129,7
336116880,5
610792336,9
105214591,2
677094294,9
698741649,9
363614603,5
229540752,7
162663354,2
849833852,1
146972517,2
112081815,2
480282969,0
565683750,4
588295269,4
757045209,3
88367477,6
920225453,8
906896305,8
15001435,6
920783214,8
437851014,0
939526742,8
412742504,0
470250505,0
870897430,1
458497833,0
112680748,2
19444695,6
697237352,9
251891832,7
948647602,8
215773909,7
836749999,1
24091829,6
773670336,3
941213830,8
501294903,0
235941151,7
899598067,1
755102283,3
318997051,5
541819603,4
294505629,7
16733002,6
793098762,3
241287930,7
713472038,3
375858229,5
484353951,0
764569597,3
838478919,1
403109765,5
243449891,7
56855501,6
563815461,4
109254572,2
595579222,4
930596647,8
768369570,3
921847795,8
381948511,5
48270220,6
343231510,5
709215760,3
654781418,9
305214717,5
91392818,6
905154269,8
456210559,0
138904885,2
415697568,0
397818739,5
916482892,8
40133363,6
469050419,0
722443864,3
373226225,5
946503156,8
394973637,5
178943883,2
676486478,9
583596648,4
134266196,2
334408547,5
520883370,4
617312138,9
58073195,6
729482519,3
461403742,0
441649881,0
662084587,9
400003559,5
143005484,2
594591261,4
815155058,1
794143206,3
761849736,3
7103172,6
665904654,9
28080747,6
405109313,0
293378953,7
276672431,7
732190948,3
168666849,2
636608707,9
659149231,9
164699764,2
828533238,1
588265215,4
517344244,4
308182526,5
549842170,4
863551674,1
418149145,0
215247023,7
386554862,5
660698725,9
82403345,6
104110245,2
189191129,2
757258921,3
824734500,1
347277404,5
851250888,1
845519090,1
716398555,3
631782047,9
661463730,9
677094908,9
763366877,3
334779336,5
57562606,6
135768056,2
626177379,9
656551264,9
840620784,1
249366114,7
124909244,2
817741309,1
297622390,7
239252858,7
438405067,0
326990021,5
934036541,8
249322717,7
537380299,4
177487248,2
30612046,6
773495080,3
683847564,9
668165843,9
434789440,0
552296875,4
104832825,2
743964474,3
534280770,4
900040442,1
474649468,0
247634380,7
249451330,7
447685908,0
543050322,4
471811847,0
263160526,7
105998261,2
677388653,9
338787296,5
749010252,3
446606217,0
134299845,2
314877440,5
426865790,0
358979112,5
439561966,0
629483156,9
871504551,1
510268336,4
602522579,4
126875261,2
923330421,8
347384097,5
175068821,2
597364207,4
945281050,8
586955270,4
107266995,2
429799190,0
123018776,2
476336293,0
649672965,9
691962808,9
211322539,7
379911880,5
438596939,0
959909609,8
673280843,9
124059491,2
152752366,2
545150493,4
740647268,3
191040686,2
114451461,2
387225348,5
33634207,6
395892732,5
758778326,3
683930117,9
781305857,3
444143123,0
57817207,6
17108385,6
8947005,6
933244651,8
419452743,0
329258563,5
843140009,1
905598251,8
175964392,2
783363029,3
722882192,3
346411303,5
871841474,1
264833828,7
525382487,4
699727233,9
701729700,9
842934781,1
449012905,0
982542691,8
281641715,7
895479594,1
556933532,4
963632901,8
967339801,8
81663675,6
266739155,7
129608457,2
655879604,9
61419519,6
948628429,8
214970503,7
211710737,7
161417417,2
226595154,7
308029197,5
802642246,1
337398187,5
966188167,8
835261467,1
72005968,6
241808579,7
303554298,5
689640695,9
547930442,4
900195338,1
627431576,9
623226643,9
243174562,7
586416152,4
912014507,8
947972602,8
464707079,0
482585666,0
642844882,9
884636986,1
56156140,6
194836154,2
998078325,8
861289886,1
355511709,5
648460948,9
422711419,0
976199567,8
792876777,3
653446885,9
826732887,1
14551316,6
820951582,1
190401017,2
250250053,7
400924697,5
493042790,0
16301540,6
328497594,5
164673466,2
735826063,3
302492606,5
186462217,2
775407958,3
746231334,3
877155984,1
474114198,0
837835573,1
286170319,7
514375015,4
762356848,3
107012748,2
203334003,7
918831507,8
929388792,8
100493751,2
623130028,9
551414877,4
634944175,9
586701338,4
377565630,5
182957841,2
645290326,9
806480278,1
36282258,6
289432201,7
925736000,8
410445841,0
987639385,8
226819439,7
916705210,8
705682255,3
987251862,8
957298132,8
59225805,6
79653909,6
413587673,0
977098327,8
843524030,1
378602681,5
695682688,9
619327097,9
356117048,5
904110179,8
670945604,9
232551416,7
405548031,0
678606451,9
709891899,3
765144447,3
144581968,2
498079920,0
328051458,5
71646252,6
274230508,7
564217329,4
139067335,2
472072003,0
649745222,9
594808275,4
720040095,3
637475829,9
803819008,1
908362464,8
720672341,3
67609930,6
708984748,3
64217743,6
33618500,6
394526578,5
127139373,2
454959881,0
830242784,1
40771493,6
2765349,6
720937126,3
65903333,6
622953546,9
453720043,0
310809774,5
743294250,3
307417443,5
556822603,4
157722147,2
520412973,4
571729419,4
580342717,4
268930162,7
33034691,6
169419243,2
427359078,0
424864133,0
380961243,5
850420488,1
927783360,8
574236837,4
843972000,1
80772129,6
40900566,6
173022677,2
45791194,6
497137646,0
64565114,6
591287846,4
717536126,3
940223330,8
335331105,5
214981336,7
146815459,2
556676488,4
523761577,4
19731330,6
956514392,8
60999649,6
684047180,9
387891845,5
300383717,7
564564495,4
749896252,3
658874198,9
469970190,0
640252383,9
375295422,5
765915199,3
986195342,8
535703819,4
646910894,9
545245452,4
894539244,1
967087060,8
642435221,9
593417255,4
390958770,5
696591576,9
262608132,7
15735466,6
609988797,9
296320807,7
521855249,4
259638818,7
344261646,5
292613068,7
504207169,0
188662955,2
25673002,6
32696333,6
761208069,3
79822212,6
596802403,4
451708096,0
519471117,4
903632715,8
695141934,9
679365813,9
847855591,1
452578774,0
576263857,4
12213414,6
229786622,7
333347443,5
350860966,5
872525656,1
617741683,9
860314834,1
879150634,1
803416905,1
510316334,4
893893908,1
881818044,1
83467521,6
751588488,3
553616275,4
508801207,4
897347026,1
180811399,2
137521935,2
326162159,5
727015735,3
752480189,3
726250587,3
769324127,3
601948544,4
697866227,9
289961181,7
558401169,4
928567807,8
721733104,3
679512135,9
800164764,3
62654641,6
849844143,1
120119618,2
483293950,0
616597836,9
668858347,9
656627498,9
211216906,7
393707468,5
776895057,3
576685463,4
257698629,7
91113044,6
840395263,1
611777414,9
278139206,7
49614647,6
340182273,5
551553588,4
549531670,4
699169236,9
173714861,2
654234871,9
886058551,1
583118756,4
578904023,4
744824537,3
719664403,3
723146830,3
742063354,3
463633880,0
67508668,6
738137165,3
982377384,8
625967358,9
255273769,7
856972486,1
166688699,2
408115789,0
848917371,1
437037120,0
794207353,3
417929225,0
753687292,3
46236122,6
80859508,6
623092524,9
877996032,1
684142434,9
565534711,4
851974940,1
43667360,6
208697459,7
22047762,6
698102579,9
889553964,1
652224575,9
992180370,8
535657737,4
863823932,1
302777580,5
532489288,4
342704228,5
433379537,0
240437295,7
861033796,1
354394953,5
912574675,8
978843405,8
336537237,5
197645917,2
873165297,1
479693080,0
22298830,6
54869069,6
543929046,4
324874428,5
192829663,2
522412580,4
372306235,5
549629034,4
994162132,8
918188943,8
684477309,9
86215787,6
652787342,9
761248417,3
495940685,0
646425530,9
8157784,6
883415285,1
982487589,8
276394913,7
965877320,8
423375109,0
371739376,5
343575261,5
202756211,7
712751326,3
37289732,6
577868726,4
758843810,3
644865573,9
894903921,1
779078433,3
953612424,8
152174764,2
332742474,5
430815240,0
966283022,8
832744093,1
886990944,1
391840485,5
945571829,8
294257708,7
431611417,0
857522544,1
131650966,2
931152977,8
426700998,0
500755320,0
369118931,5
396132681,5
773517341,3
458420527,0
882815416,1
342937721,5
151878729,2
736236370,3
126062449,2
725973965,3
285568097,7
172280793,2
663531647,9
360725201,5
33436921,6
370018556,5
127928174,2
910528256,8
956650990,8
445567410,0
353988606,5
85972045,6
489402008,0
595819204,4
439553313,0
667027109,9
239548812,7
458278269,0
167094994,2
322695718,5
513349394,4
19924662,6
237174056,7
448261388,0
844584447,1
312443763,5
128638083,2
869623479,1
456084562,0
325451294,5
432793358,0
47573122,6
832232922,1
36952328,6
339726648,5
907067889,8
765973160,3
482988551,0
294133789,7
188906014,2
84279238,6
654667280,9
503630750,0
499036415,0
137202569,2
962533605,8
369354333,5
271573264,7
748398492,3
960466214,8
859992796,1
730438534,3
84594857,6
478126818,0
966192302,8
983278521,8
80581076,6
213350587,7
918021880,8
655350626,9
549574421,4
733736557,3
611609216,9
79314743,6
536663057,4
625185995,9
961109413,8
174116434,2
123598440,2
694734787,9
842083353,1
193084712,2
852836445,1
769535200,3
598076464,4
137095261,2
835335224,1
167401131,2
282925502,7
221979598,7
806892188,1
749918064,3
187131722,2
702380693,3
955125378,8
220048798,7
416930453,0
380365428,5
866538784,1
47370626,6
676349976,9
382359482,5
939370429,8
242405298,7
5019614,6
563348025,4
900489865,1
756695399,3
49917689,6
784504528,3
25680041,6
630511699,9
379964831,5
848253522,1
9890995,6
511948757,4
858994131,1
857031499,1
744327937,3
478024488,0
443025300,0
755341390,3
703263167,3
555164002,4
70406054,6
590456114,4
788727309,3
416907708,0
687228878,9
550302584,4
717283242,3
580964505,4
622992942,9
988840156,8
886490553,1
620912246,9
977213128,8
569725097,4
192612479,2
148035117,2
281120190,7
372361591,5
711013447,3
4959758,6
314112027,5
537236771,4
474102439,0
767964066,3
421607108,0
236973781,7
453238497,0
138194022,2
580468615,4
569483071,4
197340438,2
799426156,3
170539013,2
371011769,5
592989547,4
732990600,3
508652341,4
258209254,7
762668838,3
206391549,7
228052594,7
979237903,8
750406429,3
299964755,7
680646399,9
211523537,7
58762730,6
662639218,9
574197102,4
820481969,1
388841886,5
849041836,1
270769026,7
7874414,6
614560672,9
183209181,2
895406883,1
968577501,8
253421885,7
891921769,1
88514525,6
829917188,1
266104326,7
355054218,5
774846123,3
629375405,9
461397904,0
271110335,7
636000653,9
645228096,9
592187955,4
835836512,1
590752908,4
574242958,4
380080940,5
691315584,9
352574167,5
434001346,0
209536280,7
214506605,7
896330332,1
54592523,6
203743769,7
803642244,1
496350236,0
511098324,4
458280084,0
145390417,2
216278485,7
892622477,1
288545082,7
34284196,6
511828518,4
620755670,9
623945535,9
639380451,9
993564653,8
438919952,0
689917368,9
366248772,5
834739840,1
730484412,3
32606759,6
592940975,4
545887196,4
344429135,5
767224337,3
374094136,5
391902457,5
724755174,3
713326605,3
595682155,4
402889284,5
27138666,6
937035632,8
321386088,5
335630317,5
157396003,2
328454288,5
972213136,8
910970121,8
125347300,2
396521723,5
901269612,8
854103277,1
207386705,7
256229441,7
727015192,3
521569331,4
462385089,0
966169831,8
928362768,8
364645299,5
153571046,2
880949766,1
824788835,1
94124992,6
833860941,1
798148753,3
596986223,4
422187705,0
120074131,2
53799910,6
903050864,8
103008995,2
147281661,2
943019426,8
886451430,1
73126357,6
134506900,2
595167027,4
95453255,6
157668809,2
980132834,8
956258046,8
693092106,9
733468598,3
323819227,5
198067486,7
569706803,4
264926878,7
87557161,6
560662772,4
837951281,1
247470215,7
469940805,0
897933103,1
446238583,0
408794604,0
29394034,6
984857641,8
579859283,4
566195727,4
202399838,7
886483971,1
654062485,9
8047744,6
654160469,9
774565360,3
460567561,0
359457550,5
30559888,6
451625812,0
766735556,3
828842550,1
598615328,4
342575954,5
605852938,9
444424524,0
437073593,0
253559812,7
131279450,2
259062720,7
998160470,8
735937678,3
180924758,2
119286464,2
767178353,3
794875667,3
170519195,2
207360740,7
532409645,4
109766051,2
669245732,9
768398110,3
854340471,1
107903679,2
659073879,9
774793392,3
882129537,1
501549458,0
910878070,8
45845956,6
780606656,3
768601635,3
520590180,4
518520850,4
321724614,5
481609188,0
608039216,9
993724784,8
102927231,2
548301026,4
602573218,4
62276157,6
118977131,2
172488763,2
474093301,0
713129419,3
856187099,1
167281776,2
851825516,1
492243650,0
968963237,8
57537745,6
633470448,9
392697837,5
55858448,6
492052142,0
624025764,9
215223975,7
954701380,8
813723197,1
798722054,3
249590334,7
568142175,4
608164185,9
648623833,9
134021687,2
329749235,5
135703928,2
465019827,0
922376465,8
92553783,6
406002726,0
342649842,5
867610982,1
573697675,4
514362428,4
971606888,8
692179500,9
858025099,1
327762602,5
668482462,9
886893073,1
815513394,1
855123816,1
696542485,9
764886502,3
266622308,7
314864263,5
296602784,7
493623332,0
148832768,2
939080814,8
35251959,6
238215934,7
174134211,2
289420799,7
906418788,8
138841529,2
803108023,1
397233591,5
392195851,5
854230341,1
763075020,3
762678621,3
389577231,5
987268709,8
923453260,8
935394532,8
418137287,0
881977486,1
28359714,6
756268131,3
982747614,8
573038328,4
45932090,6
803883580,1
42379753,6
101869296,2
690925066,9
890666821,1
805085520,1
435077070,0
575760779,4
485183299,0
659171002,9
506681454,4
972341126,8
26476503,6
174800207,2
264946547,7
303549249,5
414854620,0
754534622,3
759494460,3
176942860,2
755123821,3
745196437,3
209046247,7
958546656,8
259740978,7
326252580,5
778241015,3
51310348,6
831595209,1
459301294,0
503449591,0
973172696,8
339631039,5
384335101,5
589496742,4
548415870,4
681412805,9
137340316,2
285469246,7
858737250,1
807361463,1
132977968,2
656477307,9
458474746,0
437127629,0
411871743,0
175746396,2
181609090,2
556443824,4
900833071,8
257798371,7
520131873,4
666675453,9
648735528,9
837187591,1
723223891,3
423327201,0
664712708,9
630583472,9
710262617,3
367260496,5
